"PC1","PC2","PC3","Cluster"
0.356202830281869,0.586669123668511,-1.27823640715595,"1"
2.37794261094116,0.812252721918869,0.045666697013644,"3"
0.458023860162033,0.923926167230484,0.367806822123762,"3"
0.946392882051491,-1.30622398131204,2.40834838332497,"2"
-0.799948674423062,2.92000814424407,0.326112834536002,"3"
3.29372549227459,1.09926407561549,-1.63853462526305,"3"
0.648359535757521,0.911779362344247,-2.64117487918625,"1"
-0.486685267691354,-3.18450025858773,0.941058893469331,"2"
0.758521184321483,0.303652328000331,0.228687796171842,"3"
3.41745556919625,-0.808798139165672,0.858329692377962,"2"
-1.45473856658159,0.384090294597422,0.500062032942572,"1"
-3.75946882381258,1.52949287965453,-1.20325868012994,"1"
0.0256581120682101,1.53948069301198,1.75694850752896,"3"
-2.59795084128103,1.10183397550702,-0.0414868471320186,"1"
-0.288087331971197,2.09166835863184,1.63148334336309,"3"
-1.05979669027139,-0.929034713955091,-0.714308427529913,"1"
2.31037187866267,-2.11070375603366,-0.695371572274105,"2"
-1.36868868518841,-3.46558295003433,-1.68653326666951,"1"
-2.77728907449664,-2.39927432533629,0.834399702488615,"1"
5.87372553692226,2.35021569866236,1.07196252047245,"3"
2.69466926200082,0.0631862172769815,4.05885737227399,"2"
-0.677446655399161,-1.35127044502076,3.99509015476998,"2"
1.25058779266881,2.21026102058694,1.02360050493286,"3"
2.70249297353447,-1.09991100565496,3.2194760647463,"2"
2.84832817249725,-3.16751638146333,2.05865794897044,"2"
-1.8079923144961,1.79472465148213,0.834643758486011,"1"
-0.281121478973394,-1.59370136776593,2.39193008760266,"2"
0.850270411481133,-1.63849548902311,0.47462977413106,"2"
3.15300792599908,-0.199578618935327,-0.598150194279699,"3"
1.17830824908858,1.54618123228272,2.83103645503093,"3"
-2.30197708818102,1.11414709485936,1.1332439939137,"1"
-0.420568493991038,2.93328712999016,3.45871710428143,"3"
1.75461835928642,3.18830942673585,3.2948514841993,"3"
2.92702076115771,-2.38188000703049,1.6959621875782,"2"
-0.824594089814019,0.0266722815322399,1.28722929745618,"1"
1.82917607192147,-2.38856350209198,2.60871386246891,"2"
