"PC1","PC2","PC3","PC4","PC5","PC6","cluster"
-7.05505014313784,-1.43530029324194,-3.18429080289634,-0.172562381924338,-3.1948965608558,0.826290623181837,"1"
-8.28387401495361,2.80106659034761,0.354604731731746,2.11760698891464,0.62560843335092,-1.12785162201722,"1"
-5.52409069842319,-0.413911052518555,-1.32199348348068,-0.523031464472123,0.786163493384548,1.94428412766808,"1"
-3.00884710371065,-0.232429292272861,0.19720549543472,1.54280101561833,0.913797571337996,-0.99027741311664,"1"
-4.9623074755705,1.16400463000053,1.19906122238214,-2.15419463207966,1.11579951510796,1.45305675866405,"1"
-1.01574190428797,-1.03761459160161,-0.739722622582905,0.273138451008245,0.401374360973563,-0.279687251797084,"2"
-2.46923416640357,0.198473093449551,0.279059005412563,-1.22924795125107,0.112108760955438,-0.420569989699315,"1"
-3.81686915473462,-0.491720751947418,1.32901477970975,1.87906104586622,-0.995868912651255,0.470063402920494,"1"
-2.81362439288336,-1.25558410533777,3.08879146499297,0.351195347163971,-0.546238123577559,-1.27752390117099,"1"
-1.58750149290349,-1.08177816564046,-0.211631187902837,-1.12177742277705,0.420583318018547,-0.683973677792182,"1"
-1.0306656846772,2.32734986088247,0.868607943657058,-1.40681859717725,-1.95950169236119,-1.05785037415299,"1"
-1.83628357311055,0.792716136613931,-0.829238745739198,0.220910187514637,-0.695844955607717,-1.41467664470467,"1"
-0.507155737926633,-0.118785947669433,-1.30658812266525,-0.0117946903693333,0.0405085615082212,-0.0719337874709855,"3"
-1.7870756755585,0.269679954062164,1.44062903050759,-1.34778927843843,-1.16436159228502,0.185829549809667,"1"
-0.664272684976569,-0.358678635389393,-0.157104901799269,-1.05980106337302,1.06596633216155,-0.200231705222238,"1"
-0.149019180120864,-0.622050668950333,-0.54259957480653,-0.573223058908742,0.722185029326749,-0.579034602135883,"1"
-2.9175702761825,-0.279957109327297,-0.429535292167677,-1.64304445425077,1.70339330608337,0.788658830922836,"1"
-1.91015834689625,1.04086996371234,-0.318547833582255,-1.00206281131609,1.04118571535323,0.545020575267544,"1"
-2.25703775846585,0.174664038516754,-0.478632596888952,0.684957629468516,0.832093793805775,-0.411148501515553,"1"
-0.0299552922157157,-0.620105121029826,-0.419344960031455,-0.698060256518945,0.15424927428239,-0.584593887965228,"1"
-2.00337317542341,0.277064268065037,0.380518985120118,0.509575510491381,0.363349883068935,-0.601592733510329,"1"
-0.407180551396942,-2.41738727321248,1.90274288324382,1.51424175611619,-0.145627324791468,1.2092220636624,"1"
0.138175818883628,-0.623116809498641,1.57509904760305,0.971259022824965,-1.0234432816337,1.70122605341518,"1"
0.784148207678728,-1.34543235469206,-0.847829039056611,-0.268638849188913,-0.422813296443749,-0.303775513060986,"2"
0.614315139000866,0.392461164153596,0.512874190567352,-0.125309683233419,-0.834971558878233,0.191107532591861,"1"
0.883896429842995,-1.25061800678979,-0.956960309171341,0.171911174744129,-0.192629360546284,-0.57554713761441,"2"
0.565950657689945,-2.37216490218002,-0.681197104734145,0.51905523600273,0.980012939321108,-0.43339211326674,"2"
-0.475497517244097,1.34450309817796,0.996335437990298,-0.308959449166366,-0.738990924853634,0.118007166857391,"1"
1.77047411680018,-0.181598881668997,0.336639264870117,-0.560842260996173,-0.0367132761280743,-0.838743967305121,"1"
-0.610648625859383,0.158759670023765,0.610263656341611,-0.297135455275041,0.986622757817669,-0.448459815574993,"1"
1.68115354112648,-1.40492898371406,0.0143236325207901,-1.03654374220584,0.211285675349322,0.00919742734684901,"2"
0.624274680226101,-1.89995769742744,-1.40807438116829,1.4462213641995,-0.276363691959501,0.561855630140844,"1"
2.11721946460556,-1.28010130850886,0.596268740198697,-1.74015246949292,0.765650814894756,0.258919761999564,"2"
1.95099918344289,0.99810343359784,0.696862136886203,0.349479780817098,0.0587577422445201,-0.450867211144349,"3"
0.973633370235423,-1.14147106378306,0.353613879227134,0.00616710142667987,-0.0732219488628555,0.0153359271347447,"2"
1.10599205837606,-0.0986323620869382,-1.2522628432667,0.362978485140276,0.376505352176758,-0.326319559334961,"2"
1.59063837508681,0.756420913972791,0.500422119681418,0.324303379515073,0.0225158240859814,0.223702261569301,"3"
2.30227008620886,0.119339603805982,2.03058830614753,0.165719158755825,-0.438785278171437,0.53222828372059,"3"
1.04455110443053,-1.08967428104193,0.71846958496992,0.13146354836662,0.191529567113989,-0.617104804255706,"2"
1.02942615814823,-1.28201851630586,-0.397442968721221,-0.285461282179015,-0.434458831663716,-0.553631427230673,"2"
1.24586789790823,0.0312726079017189,0.258445078280324,-0.277375268850274,0.508463656038268,0.0503911716304882,"2"
0.921372348706341,-0.546176904969439,0.221663133576541,0.705762810940195,0.651114218086225,0.122039790779467,"2"
1.54285978370389,1.39081940376452,-0.715887468760106,0.389706482191674,-0.152326443662051,0.589243728039246,"3"
1.79589818742146,1.09195116143953,-0.0658020063333341,-0.360807182342417,-0.571885833160059,-0.243238179565613,"1"
1.54582614927663,-0.290388094668907,-0.349748618160831,-0.355175736876496,-0.232546850156469,-0.449047318499123,"1"
1.45694954416971,1.34241383606096,-0.423542727070101,1.19820272226875,0.826299474293836,0.232575964758144,"3"
2.21445649056078,1.64363163579926,-1.40001412441962,0.399595462607475,0.466309932612347,0.139819387492619,"3"
1.60666580345071,0.521756755396038,-0.296618560553662,0.804138602000363,0.133654213330095,0.241859147738032,"3"
2.47961385638276,0.166219469063624,-0.237086379085199,0.246534201169089,-0.0530443011381193,-0.053685204333264,"3"
2.2876879214489,0.347137241835462,0.742425853262077,0.0218383455245229,0.166154730342706,0.339294222653535,"3"
2.12134993016227,-0.217439009037484,1.54479894170984,0.290608730339796,-0.133190787063749,0.702110367283658,"3"
3.0616097557464,0.775012860067735,-0.769673400312855,-0.297104984446729,-0.399221497131311,0.171962050059925,"3"
1.89243470285216,0.343157644661297,-0.855192380750083,1.10750764219418,-0.0120656436128522,0.351694888631251,"3"
1.99023781907697,0.28714991211001,0.45228326949872,-0.288188553346105,-1.05130185446626,0.603037610746707,"1"
2.8411941479325,-0.0853163177142588,-0.945808536142537,-0.187517211363429,-0.982370350044614,-0.140015423933549,"3"
1.24345695600858,1.00108918615759,0.66622730804435,0.212365920156578,0.286329416837668,-0.109015785143557,"3"
0.545208776025764,-0.709012823909789,0.289042012234002,-0.74336426006973,-0.652130459383128,-0.861650331726878,"1"
0.520985773823606,-1.44538280469036,0.130069145947633,0.505842914575581,0.670882773746092,-0.244276438227969,"2"
0.872798189791541,1.20722764783615,0.966775599726677,-0.476351623840604,-0.684301174728401,0.504537304955535,"1"
1.51872321593216,1.54677765912651,-0.310856438203129,1.35869344507723,0.952975786995486,0.974350433084027,"3"
1.63498319461613,1.23455263049182,-2.13809311991446,-0.126853042416682,-0.219039637822505,-0.108049081438437,"3"
2.60573579028251,1.88308805973274,-1.26240535110912,-0.103654344853498,-0.235276780365338,0.400843359201781,"3"
